street_name,segment_id,total_segments,length_m,start_lat,start_lon,end_lat,end_lon
Sallenbachstrasse,29,45,500.0,47.3680908,8.4855323,47.3701641,8.4797554
Sallenbachstrasse,30,45,500.0,47.3701641,8.4797554,47.3709838,8.4733121
Sallenbachstrasse,31,45,500.0,47.3709838,8.4733121,47.3696068,8.46711
Sallenbachstrasse,32,45,500.0,47.3696068,8.46711,47.3690067,8.4691047
Sallenbachstrasse,33,45,500.0,47.3690067,8.4691047,47.3689651,8.475724
Sallenbachstrasse,34,45,500.0,47.3689651,8.475724,47.3689231,8.4823432
Sallenbachstrasse,35,45,500.0,47.3689231,8.4823432,47.3688808,8.4889624
Sallenbachstrasse,36,45,500.0,47.3688808,8.4889624,47.368838,8.4955817
Sallenbachstrasse,37,45,500.0,47.368838,8.4955817,47.3687035,8.5000475
Sallenbachstrasse,38,45,500.0,47.3687035,8.5000475,47.3684656,8.498552
Sallenbachstrasse,39,45,500.0,47.3684656,8.498552,47.3692748,8.5050631
Sallenbachstrasse,40,45,500.0,47.3692748,8.5050631,47.369738,8.5084756
Sallenbachstrasse,41,45,500.0,47.369738,8.5084756,47.3689612,8.5019632
Sallenbachstrasse,42,45,500.0,47.3689612,8.5019632,47.3695469,8.5074469
Sallenbachstrasse,43,45,500.0,47.3695469,8.5074469,47.3702293,8.5139122
Sallenbachstrasse,44,45,500.0,47.3702293,8.5139122,47.3700627,8.5117987
Sallenbachstrasse,45,45,255.8,47.3700627,8.5117987,47.3702527,8.5134814
Unterholzweg,1,5,500.0,47.3906931,8.5736833,47.3941979,8.571734
Unterholzweg,2,5,500.0,47.3941979,8.571734,47.397127,8.5667249
Unterholzweg,3,5,500.0,47.397127,8.5667249,47.4001844,8.5619664
Unterholzweg,4,5,500.0,47.4001844,8.5619664,47.3996152,8.5560921
Unterholzweg,5,5,288.1,47.3996152,8.5560921,47.398304,8.5529152
Zwielplatz,1,25,500.0,47.4036411,8.4867935,47.402835,8.4913513
Zwielplatz,2,25,500.0,47.402835,8.4913513,47.4013542,8.4976056
Zwielplatz,3,25,500.0,47.4013542,8.4976056,47.3998729,8.5038595
Zwielplatz,4,25,500.0,47.3998729,8.5038595,47.3977226,8.5074085
Zwielplatz,5,25,500.0,47.3977226,8.5074085,47.396334,8.5135589
Zwielplatz,6,25,500.0,47.396334,8.5135589,47.3973272,8.5100866
Zwielplatz,7,25,500.0,47.3973272,8.5100866,47.398836,8.5038473
Zwielplatz,8,25,500.0,47.398836,8.5038473,47.4003444,8.4976076
Zwielplatz,9,25,500.0,47.4003444,8.4976076,47.4018524,8.4913676
Zwielplatz,10,25,500.0,47.4018524,8.4913676,47.4033602,8.4851272
Zwielplatz,11,25,500.0,47.4033602,8.4851272,47.4048676,8.4788865
Zwielplatz,12,25,500.0,47.4048676,8.4788865,47.4050716,8.4822182
Zwielplatz,13,25,500.0,47.4050716,8.4822182,47.4034896,8.4883238
Zwielplatz,14,25,500.0,47.4034896,8.4883238,47.4025345,8.4947965
Zwielplatz,15,25,500.0,47.4025345,8.4947965,47.4015039,8.5008184
Zwielplatz,16,25,500.0,47.4015039,8.5008184,47.4003975,8.5033991
Zwielplatz,17,25,500.0,47.4003975,8.5033991,47.4010056,8.4995326
Zwielplatz,18,25,500.0,47.4010056,8.4995326,47.4024115,8.4932409
Zwielplatz,19,25,500.0,47.4024115,8.4932409,47.4020243,8.497889
Zwielplatz,20,25,500.0,47.4020243,8.497889,47.4002134,8.5037422
Zwielplatz,21,25,500.0,47.4002134,8.5037422,47.400618,8.5004315
Zwielplatz,22,25,500.0,47.400618,8.5004315,47.4020185,8.4941373
Zwielplatz,23,25,500.0,47.4020185,8.4941373,47.4034187,8.4878428
Zwielplatz,24,25,500.0,47.4034187,8.4878428,47.4030301,8.4902854
Zwielplatz,25,25,351.4,47.4030301,8.4902854,47.4026132,8.492338
Unknown,1,1,129.4,47.3232207,8.54545,47.3223998,8.5466139
Schindlersteig,1,1,76.3,47.3894707,8.539087,47.3895819,8.5400807
Wunderlistrasse,1,2,500.0,47.396743,8.5239018,47.3983452,8.5180825
Wunderlistrasse,2,2,21.2,47.3983452,8.5180825,47.3985091,8.5179412
Unknown,1,1,205.7,47.326721,8.6136155,47.3281386,8.6145767
H.-R.-Giger-Weg,1,1,85.3,47.4219823,8.5527856,47.4226174,8.5534197
Oleanderstrasse,1,1,143.2,47.409393,8.5382474,47.4103768,8.5394291
Unknown,1,3,500.0,47.3333783,8.5928636,47.3365621,8.5886963
Unknown,2,3,500.0,47.3365621,8.5886963,47.3390505,8.5832893
Unknown,3,3,114.9,47.3390505,8.5832893,47.3397142,8.5821295
Kirchenfeldweg,1,2,500.0,47.421168,8.5496697,47.4238297,8.5443537
Kirchenfeldweg,2,2,490.9,47.4238297,8.5443537,47.4243206,8.5431587
Unknown,1,1,298.7,47.3164005,8.5349895,47.3164312,8.5310997
Arnold-Kübler-Strasse,1,1,137.7,47.4125124,8.5433041,47.4136069,8.5424518
Heerenschürlistrasse,1,1,492.5,47.4015582,8.5905214,47.4000117,8.5909489
Unknown,1,1,137.9,47.427104,8.6184883,47.4260265,8.617738
Angererstrasse,1,4,500.0,47.3665812,8.5316247,47.366961,8.5312391
Angererstrasse,2,4,500.0,47.366961,8.5312391,47.366921,8.5308586
Angererstrasse,3,4,500.0,47.366921,8.5308586,47.3679293,8.5298336
Angererstrasse,4,4,173.8,47.3679293,8.5298336,47.368277,8.5292461
Zinnengasse,1,1,185.0,47.3698722,8.541883,47.3715349,8.5418553
Unknown,1,1,235.4,47.4248399,8.6311725,47.4240261,8.6284422
Stöckentobelstrasse,1,2,500.0,47.3655344,8.5878675,47.3653602,8.5830111
Stöckentobelstrasse,2,2,187.5,47.3653602,8.5830111,47.3659281,8.5808143
Asternweg,1,3,500.0,47.4077974,8.5385774,47.4047939,8.5429719
Asternweg,2,3,500.0,47.4047939,8.5429719,47.4029397,8.5489734
Asternweg,3,3,335.8,47.4029397,8.5489734,47.4024971,8.5533212
Unknown,1,1,153.1,47.4473834,8.5861068,47.4486867,8.5858314
Güetliweg,1,1,125.3,47.4128088,8.5314578,47.4130582,8.5298389
Ziegelhüttenstrasse,1,4,500.0,47.3893336,8.5829994,47.3924097,8.578496
Ziegelhüttenstrasse,2,4,500.0,47.3924097,8.578496,47.3961242,8.5747965
Ziegelhüttenstrasse,3,4,500.0,47.3961242,8.5747965,47.4002253,8.5723746
Ziegelhüttenstrasse,4,4,473.6,47.4002253,8.5723746,47.4038511,8.5700636
Grundstrasse,1,1,244.3,47.3843448,8.5001737,47.3853854,8.4973323
In der Hub,1,1,295.7,47.3964888,8.5524831,47.398494,8.5546028
Unknown,1,4,500.0,47.4496076,8.5917152,47.4492823,8.5943926
Unknown,2,4,500.0,47.4492823,8.5943926,47.4474865,8.598082
Unknown,3,4,500.0,47.4474865,8.598082,47.4494761,8.5924806
Unknown,4,4,59.8,47.4494761,8.5924806,47.4496076,8.5917152
Unknown,1,58,500.0,47.4428285,8.5464583,47.4465431,8.5435633
Unknown,2,58,500.0,47.4465431,8.5435633,47.4503031,8.5399368
Unknown,3,58,500.0,47.4503031,8.5399368,47.4493035,8.5411778
Unknown,4,58,500.0,47.4493035,8.5411778,47.449568,8.5408359
Unknown,5,58,500.0,47.449568,8.5408359,47.4530721,8.5366952
Unknown,6,58,500.0,47.4530721,8.5366952,47.4534577,8.5361276
Unknown,7,58,500.0,47.4534577,8.5361276,47.4497482,8.5398756
Unknown,8,58,500.0,47.4497482,8.5398756,47.4460386,8.543623
Unknown,9,58,500.0,47.4460386,8.543623,47.4444803,8.5451387
Unknown,10,58,500.0,47.4444803,8.5451387,47.4481953,8.5414029
Unknown,11,58,500.0,47.4481953,8.5414029,47.4519101,8.5376666
Unknown,12,58,500.0,47.4519101,8.5376666,47.4556172,8.5339304
Unknown,13,58,500.0,47.4556172,8.5339304,47.4578023,8.5318217
Unknown,14,58,500.0,47.4578023,8.5318217,47.461548,8.5281524
Unknown,15,58,500.0,47.461548,8.5281524,47.4584896,8.5313449
Unknown,16,58,500.0,47.4584896,8.5313449,47.4547041,8.5348842
Unknown,17,58,500.0,47.4547041,8.5348842,47.4510706,8.5387908
Unknown,18,58,500.0,47.4510706,8.5387908,47.447437,8.5426968
Unknown,19,58,500.0,47.447437,8.5426968,47.4438033,8.5466024
Unknown,20,58,500.0,47.4438033,8.5466024,47.4401695,8.5505074
Unknown,21,58,500.0,47.4401695,8.5505074,47.4380196,8.5524723
Unknown,22,58,500.0,47.4380196,8.5524723,47.4380722,8.552488
Unknown,23,58,500.0,47.4380722,8.552488,47.4417708,8.5487177
Unknown,24,58,500.0,47.4417708,8.5487177,47.4454694,8.5449469
Unknown,25,58,500.0,47.4454694,8.5449469,47.4491678,8.5411756
Unknown,26,58,500.0,47.4491678,8.5411756,47.4470931,8.5430768
Unknown,27,58,500.0,47.4470931,8.5430768,47.4432857,8.5466045
Unknown,28,58,500.0,47.4432857,8.5466045,47.4465874,8.5435537
Unknown,29,58,500.0,47.4465874,8.5435537,47.4490485,8.5414619
Unknown,30,58,500.0,47.4490485,8.5414619,47.4520708,8.5379946
Unknown,31,58,500.0,47.4520708,8.5379946,47.4545661,8.5350355
Unknown,32,58,500.0,47.4545661,8.5350355,47.450985,8.5390433
Unknown,33,58,500.0,47.450985,8.5390433,47.4521018,8.5378954
Unknown,34,58,500.0,47.4521018,8.5378954,47.4550078,8.5343621
Unknown,35,58,500.0,47.4550078,8.5343621,47.451391,8.5383024
Unknown,36,58,500.0,47.451391,8.5383024,47.4477742,8.542242
Unknown,37,58,500.0,47.4477742,8.542242,47.4441572,8.5461812
Unknown,38,58,500.0,47.4441572,8.5461812,47.440543,8.5501153
Unknown,39,58,500.0,47.440543,8.5501153,47.4429252,8.5471862
Unknown,40,58,500.0,47.4429252,8.5471862,47.4399981,8.5505945
Unknown,41,58,500.0,47.4399981,8.5505945,47.4386562,8.5518598
Unknown,42,58,500.0,47.4386562,8.5518598,47.4423088,8.547993
Unknown,43,58,500.0,47.4423088,8.547993,47.4459613,8.5441257
Unknown,44,58,500.0,47.4459613,8.5441257,47.4496136,8.5402579
Unknown,45,58,500.0,47.4496136,8.5402579,47.4532658,8.5363896
Unknown,46,58,500.0,47.4532658,8.5363896,47.4547757,8.5347784
Unknown,47,58,500.0,47.4547757,8.5347784,47.4510878,8.5385725
Unknown,48,58,500.0,47.4510878,8.5385725,47.4473997,8.542366
Unknown,49,58,500.0,47.4473997,8.542366,47.4437116,8.546159
Unknown,50,58,500.0,47.4437116,8.546159,47.4436231,8.5464004
Unknown,51,58,500.0,47.4436231,8.5464004,47.4417404,8.5477619
Unknown,52,58,500.0,47.4417404,8.5477619,47.4382505,8.5519424
Unknown,53,58,500.0,47.4382505,8.5519424,47.4367501,8.5545104
Unknown,54,58,500.0,47.4367501,8.5545104,47.4402039,8.5502655
Unknown,55,58,500.0,47.4402039,8.5502655,47.4434369,8.5463058
Unknown,56,58,500.0,47.4434369,8.5463058,47.4465764,8.5439201
Unknown,57,58,500.0,47.4465764,8.5439201,47.4467028,8.5437574
Unknown,58,58,395.6,47.4467028,8.5437574,47.4435629,8.5461235
Reservoirweg,1,1,250.1,47.3831154,8.5660428,47.383603,8.5691981
Unknown,1,1,226.2,47.3445305,8.5945992,47.3459465,8.5967073
Oberer Gloriasteig,1,1,115.4,47.3757872,8.5569092,47.3765373,8.5565603
Spyristrasse,1,1,460.6,47.3823034,8.5517707,47.3837377,8.5539241
Aemmerliweg,1,1,391.9,47.4137307,8.5719713,47.4142934,8.5725082
Klarastrasse,1,1,90.4,47.364338,8.55007,47.3636523,8.5507077
Effingerstrasse,1,1,52.0,47.3534361,8.5263499,47.3534873,8.5270345
Unknown,1,2,500.0,47.3198183,8.548611,47.3172531,8.5484152
Unknown,2,2,63.8,47.3172531,8.5484152,47.317239,8.5491922
Edisonstrasse,1,1,274.4,47.4112708,8.5442382,47.409034,8.545434
Unknown,1,1,281.5,47.4351703,8.5821974,47.4361188,8.5856255
Unknown,1,1,456.4,47.316366,8.5402016,47.316366,8.5402016
Unknown,1,1,358.6,47.4017531,8.6158943,47.4008334,8.615201
Geerlibuchweg,1,2,500.0,47.3532589,8.6197506,47.3537588,8.6140229
Geerlibuchweg,2,2,31.9,47.3537588,8.6140229,47.3536657,8.6136241
In der Schüpf,1,1,185.4,47.4023551,8.4938267,47.4010352,8.4936903
Degenriedstrasse,1,2,500.0,47.3721457,8.5750792,47.3682302,8.5782455
Degenriedstrasse,2,2,122.7,47.3682302,8.5782455,47.3672549,8.5790029
Unknown,1,2,500.0,47.3274299,8.6014628,47.331743,8.6011131
Unknown,2,2,124.6,47.331743,8.6011131,47.332466,8.6004854
Nürenbergstrasse,1,1,220.4,47.3918119,8.5319191,47.3930019,8.5342527
Unknown,1,1,21.4,47.3246338,8.5481558,47.3248184,8.548079
Okenstrasse,1,1,157.9,47.3886805,8.5357417,47.3875935,8.5344092
Spanweidstrasse,1,1,51.7,47.3871486,8.5399342,47.3872894,8.5405866
Predigergasse,1,1,105.5,47.3729004,8.5464594,47.3737016,8.5457119
Unknown,1,1,398.2,47.4222001,8.6268739,47.4243469,8.6247377
Blümlisalpstrasse,1,2,500.0,47.3870703,8.5473834,47.3914115,8.548802
Blümlisalpstrasse,2,2,112.7,47.3914115,8.548802,47.3924078,8.5490752
Unknown,1,1,326.3,47.3384627,8.6095059,47.3368478,8.6125131
Unknown,1,2,500.0,47.4158954,8.4567198,47.4187083,8.4617246
Unknown,2,2,36.6,47.4187083,8.4617246,47.4189032,8.4621143
Unknown,1,2,500.0,47.3938996,8.5963035,47.3918122,8.6020243
Unknown,2,2,460.8,47.3918122,8.6020243,47.3908091,8.6079361
Brandweg,1,1,104.1,47.3633357,8.4665805,47.3636598,8.4677678
Sustenweg,1,1,93.4,47.3871102,8.4779176,47.3878259,8.4785291
Weitlingweg,1,1,103.9,47.3361669,8.5248826,47.3365169,8.5261383
Egglenweg,1,1,155.2,47.3620726,8.6216361,47.3612363,8.6232793
Eidmattstrasse,1,2,500.0,47.3659024,8.5627866,47.3641159,8.5567126
Eidmattstrasse,2,2,10.7,47.3641159,8.5567126,47.3641224,8.5565752
Unknown,1,3,500.0,47.4122114,8.5920626,47.4092019,8.5915547
Unknown,2,3,500.0,47.4092019,8.5915547,47.4093128,8.5916311
Unknown,3,3,140.1,47.4093128,8.5916311,47.4103842,8.5924208
Paul-Pflüger-Strasse,1,2,500.0,47.3996819,8.4772432,47.401945,8.4737093
Paul-Pflüger-Strasse,2,2,82.9,47.401945,8.4737093,47.4020251,8.4726202
Unknown,1,3,500.0,47.4277508,8.4711568,47.4273589,8.4717006
Unknown,2,3,500.0,47.4273589,8.4717006,47.4276915,8.471346
Unknown,3,3,15.7,47.4276915,8.471346,47.4277508,8.4711568
Honigstrasse,1,32,500.0,47.4281691,8.5476174,47.4261421,8.5465755
Honigstrasse,2,32,500.0,47.4261421,8.5465755,47.4219144,8.5443168
Honigstrasse,3,32,500.0,47.4219144,8.5443168,47.4176866,8.5420583
Honigstrasse,4,32,500.0,47.4176866,8.5420583,47.4134588,8.5398003
Honigstrasse,5,32,500.0,47.4134588,8.5398003,47.4092334,8.5375329
Honigstrasse,6,32,500.0,47.4092334,8.5375329,47.4050567,8.5350774
Honigstrasse,7,32,500.0,47.4050567,8.5350774,47.4066277,8.5359165
Honigstrasse,8,32,500.0,47.4066277,8.5359165,47.4108161,8.5383283
Honigstrasse,9,32,500.0,47.4108161,8.5383283,47.4150045,8.5407405
Honigstrasse,10,32,500.0,47.4150045,8.5407405,47.4191928,8.5431531
Honigstrasse,11,32,500.0,47.4191928,8.5431531,47.4233811,8.5455661
Honigstrasse,12,32,500.0,47.4233811,8.5455661,47.4275693,8.5479794
Honigstrasse,13,32,500.0,47.4275693,8.5479794,47.4308349,8.5503029
Honigstrasse,14,32,500.0,47.4308349,8.5503029,47.4284048,8.5467912
Honigstrasse,15,32,500.0,47.4284048,8.5467912,47.4256497,8.5422932
Honigstrasse,16,32,500.0,47.4256497,8.5422932,47.4261355,8.5443461
Honigstrasse,17,32,500.0,47.4261355,8.5443461,47.422754,8.5399777
Honigstrasse,18,32,500.0,47.422754,8.5399777,47.4187699,8.5384232
Honigstrasse,19,32,500.0,47.4187699,8.5384232,47.4142916,8.5379545
Honigstrasse,20,32,500.0,47.4142916,8.5379545,47.4098457,8.5378668
Honigstrasse,21,32,500.0,47.4098457,8.5378668,47.4138475,8.5402214
Honigstrasse,22,32,500.0,47.4138475,8.5402214,47.4180259,8.5426709
Honigstrasse,23,32,500.0,47.4180259,8.5426709,47.4222043,8.5451207
Honigstrasse,24,32,500.0,47.4222043,8.5451207,47.4263827,8.5475709
Honigstrasse,25,32,500.0,47.4263827,8.5475709,47.430561,8.5500216
Honigstrasse,26,32,500.0,47.430561,8.5500216,47.4297996,8.549045
Honigstrasse,27,32,500.0,47.4297996,8.549045,47.4265927,8.5448819
Honigstrasse,28,32,500.0,47.4265927,8.5448819,47.4232991,8.5403701
Honigstrasse,29,32,500.0,47.4232991,8.5403701,47.4249496,8.5411897
Honigstrasse,30,32,500.0,47.4249496,8.5411897,47.4278898,8.5462038
Honigstrasse,31,32,500.0,47.4278898,8.5462038,47.4289844,8.5481684
Honigstrasse,32,32,285.0,47.4289844,8.5481684,47.4273357,8.5462147
Unknown,1,1,402.6,47.4004685,8.6164324,47.3982068,8.6197546
Unknown,1,1,439.9,47.3232748,8.4706478,47.3253774,8.4721786
Unknown,1,1,218.2,47.3167958,8.5133211,47.3178541,8.5157132
Nebelbachweg,1,1,116.1,47.3487866,8.5762238,47.3497669,8.5758477
Altstetterplatz,1,1,426.9,47.391281,8.4888198,47.391281,8.4888198
Unknown,1,1,177.0,47.3458679,8.6024967,47.3446841,8.6040246
Unknown,1,1,248.0,47.4305855,8.56752,47.4290028,8.5652246
Neumünsterstrasse,1,1,280.1,47.3617968,8.5603076,47.360592,8.5570846
Unknown,1,2,500.0,47.3207991,8.4720634,47.3222372,8.4730727
Unknown,2,2,158.4,47.3222372,8.4730727,47.3236511,8.4731243
Unknown,1,1,163.4,47.4420403,8.5183581,47.4409417,8.5171078
Kyburgstrasse,1,3,500.0,47.3931493,8.5286306,47.3933351,8.5253569
Kyburgstrasse,2,3,500.0,47.3933351,8.5253569,47.392603,8.5257518
Kyburgstrasse,3,3,249.5,47.392603,8.5257518,47.3932963,8.52478
Unknown,1,2,500.0,47.4038472,8.6132128,47.4027947,8.61233
Unknown,2,2,490.1,47.4027947,8.61233,47.4038472,8.6132128
Unknown,1,2,500.0,47.4321528,8.6186704,47.4313355,8.6186108
Unknown,2,2,278.8,47.4313355,8.6186108,47.4321528,8.6186704
Katzenbachstrasse,1,1,225.0,47.423017,8.547426,47.4225805,8.547089
Unknown,1,1,250.3,47.4378398,8.5687009,47.4376744,8.5658919
Unknown,1,1,374.3,47.4301137,8.6172445,47.4293341,8.617114
Parkring,1,3,500.0,47.3676078,8.5317324,47.3674568,8.5313426
Parkring,2,3,500.0,47.3674568,8.5313426,47.3672119,8.5291482
Parkring,3,3,105.8,47.3672119,8.5291482,47.3679092,8.529895
Freudenbergstrasse,1,3,500.0,47.3793927,8.559784,47.3833712,8.5570309
Freudenbergstrasse,2,3,500.0,47.3833712,8.5570309,47.3871798,8.5536459
Freudenbergstrasse,3,3,40.2,47.3871798,8.5536459,47.387525,8.553753
Köhlerstrasse,1,5,500.0,47.3834535,8.5909799,47.3824503,8.5849978
Köhlerstrasse,2,5,500.0,47.3824503,8.5849978,47.3811232,8.5803729
Köhlerstrasse,3,5,500.0,47.3811232,8.5803729,47.3785498,8.575243
Köhlerstrasse,4,5,500.0,47.3785498,8.575243,47.3769615,8.56963
Köhlerstrasse,5,5,180.2,47.3769615,8.56963,47.3762189,8.5675131
Max-Högger-Strasse,1,2,500.0,47.3937797,8.4902981,47.3931948,8.4890635
Max-Högger-Strasse,2,2,309.9,47.3931948,8.4890635,47.3926194,8.488152
Unknown,1,1,56.2,47.4154352,8.5963175,47.4159268,8.5963359
Unknown,1,1,309.9,47.4206727,8.6042117,47.4185408,8.603839
Otto-Jaag-Strasse,1,12,500.0,47.4048951,8.5997387,47.4024386,8.6005471
Otto-Jaag-Strasse,2,12,500.0,47.4024386,8.6005471,47.4052834,8.5989605
Otto-Jaag-Strasse,3,12,500.0,47.4052834,8.5989605,47.4040151,8.5985741
Otto-Jaag-Strasse,4,12,500.0,47.4040151,8.5985741,47.4048483,8.5996937
Otto-Jaag-Strasse,5,12,500.0,47.4048483,8.5996937,47.4047218,8.5997957
Otto-Jaag-Strasse,6,12,500.0,47.4047218,8.5997957,47.4032577,8.5989785
Otto-Jaag-Strasse,7,12,500.0,47.4032577,8.5989785,47.4053884,8.599386
Otto-Jaag-Strasse,8,12,500.0,47.4053884,8.599386,47.4047204,8.5995813
Otto-Jaag-Strasse,9,12,500.0,47.4047204,8.5995813,47.4056693,8.5991742
Otto-Jaag-Strasse,10,12,500.0,47.4056693,8.5991742,47.4032138,8.597791
Otto-Jaag-Strasse,11,12,500.0,47.4032138,8.597791,47.4035133,8.5992419
Otto-Jaag-Strasse,12,12,88.9,47.4035133,8.5992419,47.4027842,8.5988615
Kelchweg,1,1,138.4,47.3888987,8.4797547,47.3900565,8.4804056
Unknown,1,1,202.8,47.44765,8.5848951,47.445905,8.5855816
Kleinstrasse,1,1,160.8,47.3637851,8.5523605,47.3641687,8.5540252
Albert-Schneider-Weg,1,1,172.1,47.3757229,8.4942308,47.3748518,8.4960674
Unknown,1,1,393.4,47.4022792,8.6239992,47.404069,8.6195608
Unknown,1,1,150.8,47.4495923,8.5299185,47.4487686,8.5293778
Malojaweg,1,3,500.0,47.3885816,8.4837183,47.3847609,8.482087
Malojaweg,2,3,500.0,47.3847609,8.482087,47.3884376,8.4835249
Malojaweg,3,3,318.9,47.3884376,8.4835249,47.385984,8.481818
Unknown,1,1,185.1,47.439616,8.6281703,47.4409007,8.6266102
Gräbligasse,1,1,99.6,47.3756996,8.5451987,47.3755395,8.5439869
Ottilienstrasse,1,1,82.1,47.3715827,8.5175632,47.3721686,8.5169023
Nietengasse,1,1,271.7,47.3794249,8.5252263,47.3793171,8.5254171
Schützenrain,1,2,500.0,47.3678594,8.4866211,47.3717866,8.4841498
Schützenrain,2,2,204.0,47.3717866,8.4841498,47.373528,8.4843075
Unknown,1,1,101.3,47.4116752,8.5972705,47.4125095,8.5978097
Stampfenbachplatz,1,2,500.0,47.3787238,8.5425189,47.3820813,8.5410049
Stampfenbachplatz,2,2,410.3,47.3820813,8.5410049,47.3800084,8.5425024
Ekkehardsteig,1,1,73.5,47.3857902,8.544207,47.3864345,8.5439917
Arosastrasse,1,1,312.7,47.351814,8.560397,47.3543573,8.5607313
Unknown,1,1,349.3,47.4379914,8.4918734,47.4408937,8.4936417
Sprecherstrasse,1,1,67.9,47.3675156,8.5524919,47.3670562,8.5518991
Unknown,1,1,222.7,47.3443311,8.5964033,47.3437568,8.599159
Stettbachstrasse,1,4,500.0,47.403075,8.5765126,47.4029095,8.573296
Stettbachstrasse,2,4,500.0,47.4029095,8.573296,47.4012644,8.5791088
Stettbachstrasse,3,4,500.0,47.4012644,8.5791088,47.3988937,8.5846583
Stettbachstrasse,4,4,455.2,47.3988937,8.5846583,47.3957939,8.5883106
Unknown,1,1,126.7,47.3162061,8.5880803,47.3152117,8.5888992
Unknown,1,1,71.7,47.3637144,8.4592149,47.3634549,8.4600828
Unknown,1,1,298.0,47.3948325,8.6174172,47.3967138,8.6202276
Imfeldsteig,1,1,121.3,47.3882098,8.5318676,47.3888419,8.5328044
Ruggächeranlage,1,2,500.0,47.4241987,8.4968092,47.4226218,8.5029847
Ruggächeranlage,2,2,368.7,47.4226218,8.5029847,47.4213601,8.5074936
Wolfswinkel,1,3,500.0,47.4247496,8.5116846,47.4245412,8.5128136
Wolfswinkel,2,3,500.0,47.4245412,8.5128136,47.4236966,8.5145436
Wolfswinkel,3,3,252.2,47.4236966,8.5145436,47.4247496,8.5116846
Brandweg,1,1,108.3,47.3592076,8.4712888,47.3592698,8.469924
Unknown,1,2,500.0,47.3695197,8.6185149,47.3734787,8.6194767
Unknown,2,2,138.0,47.3734787,8.6194767,47.3744831,8.6185672
Unknown,1,1,39.7,47.3574246,8.4485823,47.3577782,8.4486499
Unknown,1,2,500.0,47.3319042,8.6012091,47.3304351,8.6048335
Unknown,2,2,171.0,47.3304351,8.6048335,47.3290804,8.6058768
Gubristweg,1,2,500.0,47.4145813,8.480493,47.4159533,8.478228
Gubristweg,2,2,272.7,47.4159533,8.478228,47.4160905,8.4747259
Horneggstrasse,1,1,96.9,47.3519953,8.5584713,47.352596,8.5594004
Rotbuchstrasse,1,2,500.0,47.3913424,8.5388286,47.3925082,8.5327758
Rotbuchstrasse,2,2,213.0,47.3925082,8.5327758,47.3932413,8.5302348
Auwiesenstrasse,1,1,210.8,47.414482,8.5681482,47.416178,8.5692865
Im Tannegg,1,1,60.1,47.3621039,8.5039694,47.3616627,8.504418
Luckenholzweg,1,4,500.0,47.3593195,8.6025175,47.360258,8.6089584
Luckenholzweg,2,4,500.0,47.360258,8.6089584,47.3588658,8.6150703
Luckenholzweg,3,4,500.0,47.3588658,8.6150703,47.3567219,8.6204657
Luckenholzweg,4,4,441.6,47.3567219,8.6204657,47.3542168,8.6246469
Meierwiesenweg,1,1,127.3,47.3947962,8.490954,47.3945382,8.4925546
Hans-Roelli-Weg,1,4,500.0,47.3736423,8.5931912,47.3727229,8.5875923
Hans-Roelli-Weg,2,4,500.0,47.3727229,8.5875923,47.374847,8.5822044
Hans-Roelli-Weg,3,4,500.0,47.374847,8.5822044,47.3762614,8.5765429
Hans-Roelli-Weg,4,4,240.3,47.3762614,8.5765429,47.3776152,8.5741849
Uhlandstrasse,1,1,140.4,47.3946547,8.5278801,47.3940578,8.5295152
Unknown,1,5,500.0,47.399142,8.6130282,47.3967044,8.6084307
Unknown,2,5,500.0,47.3967044,8.6084307,47.397838,8.6079843
Unknown,3,5,500.0,47.397838,8.6079843,47.3991943,8.6136458
Unknown,4,5,500.0,47.3991943,8.6136458,47.3991731,8.613189
Unknown,5,5,12.6,47.3991731,8.613189,47.399142,8.6130282
Meientalstrasse,1,11,500.0,47.3889482,8.4699864,47.3859952,8.4742931
Meientalstrasse,2,11,500.0,47.3859952,8.4742931,47.3876104,8.4720664
Meientalstrasse,3,11,500.0,47.3876104,8.4720664,47.3855322,8.4779387
Meientalstrasse,4,11,500.0,47.3855322,8.4779387,47.3834537,8.4838105
Meientalstrasse,5,11,500.0,47.3834537,8.4838105,47.3813748,8.4896818
Meientalstrasse,6,11,500.0,47.3813748,8.4896818,47.3795351,8.4950558
Meientalstrasse,7,11,500.0,47.3795351,8.4950558,47.3819075,8.4894673
Meientalstrasse,8,11,500.0,47.3819075,8.4894673,47.3836183,8.4833503
Meientalstrasse,9,11,500.0,47.3836183,8.4833503,47.3848661,8.4771234
Meientalstrasse,10,11,500.0,47.3848661,8.4771234,47.387581,8.4720076
Meientalstrasse,11,11,219.6,47.387581,8.4720076,47.3889482,8.4699864
Paul-Hindemith-Weg,1,1,80.1,47.4174482,8.5333885,47.4181061,8.5329806
Staffelhof,1,1,85.1,47.3633706,8.5079399,47.3628308,8.5071419
Unknown,1,1,202.0,47.4177287,8.5894972,47.4192142,8.5910378
Buchzelgweg,1,1,142.5,47.3596,8.5832071,47.3597282,8.5849987
Unknown,1,1,120.6,47.3272672,8.5759049,47.3280728,8.5748654
Unknown,1,1,344.4,47.4135724,8.4487043,47.4114175,8.4461624
Militärbrücke,1,1,101.3,47.3748735,8.5343837,47.3753684,8.5332581
Färberstrasse,1,1,227.9,47.3618354,8.5476535,47.3622212,8.5505732
